service_type,subject_rf,value_cost,value_competition,value_cost_count,value_competition_count
Ремонт фасада,Республика Дагестан,16.41639470160775,-85.07041570927876,3442,602
Ремонт фасада,Республика Ингушетия,0.0,-100.0,288,291
Ремонт фасада,Республика Калмыкия,2229.2566021674597,-0.1497172183589477,91,91
Ремонт фасада,Республика Карелия,51.02737846242125,-94.643694796562,7059,7058
Ремонт фасада,Республика Коми,225.82392442135293,0.0,39,6
Ремонт фасада,Республика Крым,14.264402383603402,-98.72923727876471,11303,11303
Ремонт фасада,Республика Марий Эл,1025.1321188924903,8.397840654146197,205,203
Ремонт фасада,Республика Мордовия,1879.3011381133622,-0.09615383756718399,199,208
Ремонт фасада,Республика Саха (Якутия),93.52347506907506,-6.239527243261284,4419,233
Ремонт фасада,Республика Северная Осетия-Алания,8.727690871142212,-98.26871099600068,2474,2474
Ремонт фасада,Республика Татарстан,184.40039476307018,0.0,15976,2611
Ремонт фасада,Республика Тыва,1632.9990771957218,-3.7176293956873803,8,8
Ремонт фасада,Республика Хакасия,2175.538051383082,4.57061433296468,200,200
Ремонт фасада,Ростовская область,2085.0505696680807,0.9666775522659203,1209,1176
Ремонт фасада,Рязанская область,23.626128041314388,-18.235383321867225,5155,145
Ремонт фасада,Самарская область,1547.0438818610978,618.6138232249211,474,468
Ремонт фасада,Санкт-Петербург,2125.615500770794,32.53555217301907,1051,1051
Ремонт фасада,Саратовская область,467.1252458064629,,2,0
Ремонт фасада,Сахалинская область,712.3886844450979,11.266897277467214,3958,488
Ремонт фасада,Свердловская область,163.14868970195096,-72.38058693676327,28169,28169
Ремонт фасада,Севастополь,2149.6401683389704,-6.134007130743772,184,164
Ремонт фасада,Смоленская область,,,0,0
Ремонт фасада,Ставропольский край,2617.092352483431,28.66859660668984,1136,1112
Ремонт фасада,Тамбовская область,1169.0065714518325,0.0,238,238
Ремонт фасада,Тверская область,433.2472230417203,-14.02575810329963,213,193
Ремонт фасада,Томская область,2127.2889839936274,-10.700484549827348,70,70
Ремонт фасада,Тульская область,1395.4862003423877,24.25840877625409,1674,1201
Ремонт фасада,Тюменская область,1368.6807042211933,-13.925546494527941,712,712
Ремонт фасада,Удмуртская Республика,131.04553742863442,78.85931195675141,326,322
Ремонт фасада,Ульяновская область,2213.626331543231,103.59517694431614,320,320
Ремонт фасада,Хабаровский край,492.74807249500293,0.0,111,111
Ремонт фасада,Ханты-Мансийский автономный округ — Югра,154.83201842625812,-53.51717420765013,2468,704
Ремонт фасада,Челябинская область,36.19740021291473,-7.3504787830329015,18323,794
Ремонт фасада,Чеченская Республика,719.4966742686211,-5.600663634533854,79,79
Ремонт фасада,Чукотский автономный округ,1586.9989080332105,-0.01626611068793823,41,41
Ремонт фасада,Ямало-Ненецкий автономный округ,1583.904799337379,-5.625732831452522,139,139
Ремонт фасада,Ярославская область,1009.3957195073751,14.564136415385375,53,53
Ремонт фундаментов,-,,,0,0
Ремонт фундаментов,Алтайский край,1105.9953123324358,38.488335680242656,33,33
Ремонт фундаментов,Амурская область,0.0,-100.0,8687,8687
Ремонт фундаментов,Архангельская область,4228.683484434231,17.08023829055344,317,317
Ремонт фундаментов,Астраханская область,196.31969751471004,0.0,3,3
Ремонт фундаментов,Белгородская область,108.08544657888567,0.7804271709152618,749,749
Ремонт фундаментов,Брянская область,0.2527983623521194,-99.84489656022006,2933,2933
Ремонт фундаментов,Владимирская область,325.6064238824591,-15.384636917057534,77,74
Ремонт фундаментов,Волгоградская область,23.933570519588514,-96.31949603271973,21299,10398
Ремонт фундаментов,Вологодская область,646.0359087157568,-0.817523113115029,211,113
Ремонт фундаментов,Воронежская область,586.1568668298415,63.80445347865259,148,148
Ремонт фундаментов,Еврейская автономная область,0.21001514055795945,-99.84637651075964,1297,1297
Ремонт фундаментов,Забайкальский край,598.0410135795231,-2.1272634694332213,2,2
Ремонт фундаментов,Ивановская область,9.788726024841242,-58.123957099465756,3480,169
Ремонт фундаментов,Иркутская область,162.26270086036436,-10.235583040522643,649,648
Ремонт фундаментов,Кабардино-Балкарская Республика,0.0,-100.0,877,12
Ремонт фундаментов,Калининградская область,9.964268732006653,-2.4193548387096775,14851,124
Ремонт фундаментов,Калужская область,296.3330462605783,,1,0
Ремонт фундаментов,Камчатский край,487.8720932790672,-73.62030868182885,1,1
Ремонт фундаментов,Карачаево-Черкесская Республика,0.278310559940913,-99.49245097243343,348,348
Ремонт фундаментов,Кемеровская область,443.387631832451,-0.3757106270296392,39,38
Ремонт фундаментов,Кировская область,369.7710241796237,-8.517497581630051,791,783
Ремонт фундаментов,Костромская область,19.505550592932558,-93.31016308838281,5196,881
Ремонт фундаментов,Краснодарский край,252.9990081532506,-26.744870406603738,17,17
Ремонт фундаментов,Красноярский край,1.5167057202713121,-99.73477862671922,24323,24323
Ремонт фундаментов,Курганская область,1.1184571762367612,-23.354891145816683,6396,62
Ремонт фундаментов,Курская область,183.73440783144815,161.83151477963207,979,970
Ремонт фундаментов,Ленинградская область,1455.8773101265867,108.46876641764275,482,231
Ремонт фундаментов,Липецкая область,106.46193581323018,-0.0020800708373167167,250,250
Ремонт фундаментов,Магаданская область,,,0,0
Ремонт фундаментов,Москва,254.72395622704565,0.0,4292,4292
Ремонт фундаментов,Московская область,3.5839292118035617,12.357237192725531,88066,2385
Ремонт фундаментов,Мурманская область,185.04474478185836,-2.2118451590314954,28,28
Ремонт фундаментов,Ненецкий автономный округ,4931.400531549716,4.2908065875209,10,10
Ремонт фундаментов,Нижегородская область,458.6665738032868,31.014246710237398,338,325
Ремонт фундаментов,Новгородская область,376.34630978204416,-3.3141683207080903,120,119
Ремонт фундаментов,Новосибирская область,391.54059104596996,-7.76895863969433,510,510
Ремонт фундаментов,Омская область,,,0,0
Ремонт фундаментов,Оренбургская область,866.0639040386872,-6.991575964271269,33,33
Ремонт фундаментов,Орловская область,231.9274314745146,-8.698682195859881,268,162
Ремонт фундаментов,Пензенская область,545.1619300860057,0.0,73,69
Ремонт фундаментов,Пермский край,130.73982778324256,-81.74286802184446,109,109
Ремонт фундаментов,Приморский край,310.3551808735749,-73.51406057215021,50,50
Ремонт фундаментов,Псковская область,9.435966415644307,-98.04499739538605,6294,6294
Ремонт фундаментов,Республика Адыгея,0.5349394285590912,-5.613169088745732,1608,9
Ремонт фундаментов,Республика Алтай,33.86097884353045,-48.7898390248804,6,6
Ремонт фундаментов,Республика Башкортостан,154.9108834197485,0.0,7,7
Ремонт фундаментов,Республика Бурятия,411.3847949416948,-1.7913209632182188,7,6
Ремонт фундаментов,Республика Дагестан,0.17710884236930774,-99.50318138842364,3992,425
Ремонт фундаментов,Республика Ингушетия,0.0,-100.0,423,424
Ремонт фундаментов,Республика Калмыкия,,,0,0
Ремонт фундаментов,Республика Карелия,3.081887100006992,-97.81107531213758,12236,12234
Ремонт фундаментов,Республика Коми,62.54186357205488,0.0,73,8
Ремонт фундаментов,Республика Крым,0.8001964468742621,-99.97360210312449,19266,19266
Ремонт фундаментов,Республика Марий Эл,307.7915994227505,3.185379259142829,71,71
Ремонт фундаментов,Республика Мордовия,1238.310451997077,0.0,10,11
Ремонт фундаментов,Республика Саха (Якутия),73.81343405978268,-35.08317433525781,4813,252
Ремонт фундаментов,Республика Северная Осетия-Алания,0.0,-100.0,3779,2063
Ремонт фундаментов,Республика Татарстан,4.855962353153179,0.0,14609,427
Ремонт фундаментов,Республика Тыва,212.33803096274792,,1,0
Ремонт фундаментов,Ростовская область,89.90684771718685,50.063957361210605,1692,1669
Ремонт фундаментов,Рязанская область,0.5797007424378224,-6.806841493488237,7258,39
Ремонт фундаментов,Самарская область,1788.851340464546,-11.711415803227517,10,10
Ремонт фундаментов,Санкт-Петербург,1096.5256628444395,-2.3193243711690883,65,65
Ремонт фундаментов,Саратовская область,,,0,0
Ремонт фундаментов,Сахалинская область,7.028999941310112,-5.519388033480363,5551,28
Ремонт фундаментов,Свердловская область,26.34726213185196,-88.71686656267394,41371,41371
Ремонт фундаментов,Севастополь,418.29437979045537,-23.198764487258785,140,119
Ремонт фундаментов,Смоленская область,,,0,0
Ремонт фундаментов,Ставропольский край,413.3413772318174,30.392164005127377,684,638
Ремонт фундаментов,Тамбовская область,116.00206916059821,0.0,30,30
Ремонт фундаментов,Тверская область,421.02038240508637,-17.761940099894595,23,23
Ремонт фундаментов,Томская область,1325.691259373902,1.597517474204205,7,7
Ремонт фундаментов,Тульская область,22.321748300631285,0.0,118,118
Ремонт фундаментов,Тюменская область,751.2829112852233,-20.064805737678608,415,415
Ремонт фундаментов,Удмуртская Республика,175.24130417655087,40.47980342429527,332,328
Ремонт фундаментов,Ульяновская область,843.7176638273552,119.86674031840096,23,23
Ремонт фундаментов,Хабаровский край,229.6259668391732,0.0,15,15
Ремонт фундаментов,Ханты-Мансийский автономный округ — Югра,28.57665006941785,-53.754494903577374,2913,512
Ремонт фундаментов,Челябинская область,5.745284410015786,-1.0597795122289502,29433,900
Ремонт фундаментов,Чеченская Республика,88.23382180371239,-0.6234363072881113,78,78
Ремонт фундаментов,Чувашская Республика,342.68746291133533,0.883436853203423,14,14
Ремонт фундаментов,Чукотский автономный округ,1003.4019854084439,0.0,1,1
Ремонт фундаментов,Ямало-Ненецкий автономный округ,1423.0707615449214,-8.54108732615761,73,73
Ремонт фундаментов,Ярославская область,554.3996973722075,0.0,3,3
Электроснабжение,-,,,0,0
Электроснабжение,Алтайский край,518.4576735812183,16.33846920025666,56,36
Электроснабжение,Амурская область,13.4196316250064,-96.96857634774327,4420,4420
Электроснабжение,Архангельская область,274.1995142915365,16.83100654536897,254,254
Электроснабжение,Астраханская область,241.47685373123443,0.0,38,38
Электроснабжение,Белгородская область,210.6391709953663,5.898189412870427,512,512
Электроснабжение,Брянская область,3.101722025755378,-98.42624047991963,6387,6387
Электроснабжение,Владимирская область,175.04682775060866,21.03335074110673,217,196
Электроснабжение,Волгоградская область,17.121257088145807,-94.92947631166243,11052,11049
Электроснабжение,Вологодская область,579.1546754039337,0.5684378913561531,312,158
Электроснабжение,Воронежская область,388.4780234466868,16.508175770616866,803,803
Электроснабжение,Еврейская автономная область,13.452813914715641,-97.7961149685862,1060,1060
Электроснабжение,Забайкальский край,239.18113568518976,4.873224681551601,243,244
Электроснабжение,Иркутская область,222.08726977184827,-18.96563362792351,495,494
Электроснабжение,Калининградская область,25.000859578644956,0.0,13797,711
Электроснабжение,Калужская область,347.1022595174656,8.336803829008891,130,118
Электроснабжение,Камчатский край,446.15193793070944,-11.337818628790439,149,149
Электроснабжение,Кемеровская область,301.23378372272913,-4.676594566114766,108,108
Электроснабжение,Кировская область,200.0059680911373,-8.901574516534067,809,808
Электроснабжение,Краснодарский край,,,0,0
Электроснабжение,Красноярский край,26.404004874262608,-96.04644839012013,14324,14324
Электроснабжение,Курская область,273.8774748437158,-51.07100870656265,581,580
Электроснабжение,Ленинградская область,439.22349713473517,383.90607891208276,1164,640
Электроснабжение,Липецкая область,293.39265183643886,0.06456497147333065,708,708
Электроснабжение,Магаданская область,769.8648776175678,-34.86703473485466,42,42
Электроснабжение,Москва,645.9520023528606,0.0,4479,4479
Электроснабжение,Московская область,22.56986375799716,-9.90147004413586,49323,7204
Электроснабжение,Мурманская область,349.08467292915975,-9.33498675187187,68,68
Электроснабжение,Ненецкий автономный округ,444.3197920676075,10.4932698386876,18,18
Электроснабжение,Нижегородская область,362.06244737086564,230.43259228687805,1143,1128
Электроснабжение,Новгородская область,289.893609029617,-1.8189256706891048,191,189
Электроснабжение,Новосибирская область,376.10401591547856,-5.796685231636548,916,913
Электроснабжение,Омская область,,,0,0
Электроснабжение,Оренбургская область,258.62340940421075,-3.4482848403780326,450,450
Электроснабжение,Орловская область,219.07312250275243,13.69043975766563,206,16
Электроснабжение,Пензенская область,558.5276782362313,0.0,111,110
Электроснабжение,Пермский край,127.54555790740747,-51.951984935325335,265,264
Электроснабжение,Приморский край,245.93406885871167,-37.15559996771366,354,359
Электроснабжение,Псковская область,27.848215937328924,-94.71733468679224,4913,4913
Электроснабжение,Республика Алтай,145.1873693486682,-36.24627142419503,2,2
Электроснабжение,Республика Башкортостан,325.2297057818737,0.0,728,730
Электроснабжение,Республика Бурятия,158.8621049824688,-16.877950953621863,288,288
Электроснабжение,Республика Дагестан,1.1231986695476734,-95.65265475184036,5792,882
Электроснабжение,Республика Ингушетия,0.0,-100.0,285,288
Электроснабжение,Республика Калмыкия,,,0,0
Электроснабжение,Республика Карелия,5.361258633288331,-97.34419774246257,7055,7054
Электроснабжение,Республика Коми,8.47339794493814,,32,0
Электроснабжение,Республика Марий Эл,444.9487059689292,-6.454960697206,17,17
Электроснабжение,Республика Мордовия,378.9256963434598,0.19141172293100434,129,143
Электроснабжение,Республика Саха (Якутия),5.7065416987697954,-28.520288628026034,4297,244
Электроснабжение,Республика Северная Осетия-Алания,0.6348953972548113,-99.74739583681888,2473,2473
Электроснабжение,Республика Татарстан,21.34559562251976,0.0,16563,1634
Электроснабжение,Республика Тыва,,,0,0
Электроснабжение,Республика Хакасия,1527.9736350773462,8.281997897029374,331,331
Электроснабжение,Ростовская область,622.8283253541742,2.2904468423460993,1222,1185
Электроснабжение,Рязанская область,2.0806618158244534,0.6240629891865876,5209,19
Электроснабжение,Самарская область,278.73589699274993,-3.6827849471749943,1300,1293
Электроснабжение,Санкт-Петербург,422.6463065971094,1.5652903898240849,829,829
Электроснабжение,Саратовская область,138.0212039277074,,1,0
Электроснабжение,Сахалинская область,69.06404844908414,2.875986884821203,4385,391
Электроснабжение,Свердловская область,50.51035678205293,-87.54629989638549,28198,28198
Электроснабжение,Севастополь,562.0333458246031,-25.17953173163031,59,59
Электроснабжение,Смоленская область,,,0,0
Электроснабжение,Ставропольский край,457.77705266222904,131.0015331381076,1463,1404
Электроснабжение,Тамбовская область,227.28600543435212,0.0,60,60
Электроснабжение,Тверская область,308.30989346237334,-13.627790160152779,142,138
Электроснабжение,Томская область,332.9556807080856,-0.8770379248174567,16,16
Электроснабжение,Тульская область,249.2242523309201,14.082342951508004,1732,1026
Электроснабжение,Тюменская область,286.9712248477271,-14.070406517500032,1293,1291
Электроснабжение,Удмуртская Республика,208.78103374181038,18.274564837788763,534,529
Электроснабжение,Ульяновская область,273.7558638524118,48.76629577770615,280,280
Электроснабжение,Хабаровский край,272.31101268842724,0.0,158,158
Электроснабжение,Ханты-Мансийский автономный округ — Югра,42.19394127951446,-48.05031185597828,4375,1046
Электроснабжение,Челябинская область,9.417129324949293,6.685814193581815,28227,797
Электроснабжение,Чеченская Республика,134.72327558969212,-7.667869315914384,177,177
Электроснабжение,Чувашская Республика,295.3678325167495,-2.9668408011264673,483,483
Электроснабжение,Чукотский автономный округ,1300.675921313772,0.0,5,5
Электроснабжение,Ямало-Ненецкий автономный округ,565.2991864326639,-8.525450622018575,89,88
Электроснабжение,Ярославская область,368.2608794910188,-5.2938733514501,119,119
