service_type,subject_rf,value_cost,value_competition
Ремонт фундаментов,Московская область,inf,-inf
Ремонт фундаментов,Мурманская область,185.04474478185836,0.022118451590314954
Ремонт фундаментов,Ненецкий автономный округ,4931.400531549716,-0.04290806587520901
Ремонт фундаментов,Нижегородская область,458.6665738032868,-0.310142467102374
Ремонт фундаментов,Новгородская область,376.34630978204416,0.0331416832070809
Ремонт фундаментов,Новосибирская область,391.54059104596996,0.07768958639694336
Ремонт фундаментов,Омская область,,
Ремонт фундаментов,Оренбургская область,866.0639040386872,0.0699157596427127
Ремонт фундаментов,Орловская область,231.9274314745146,-inf
Ремонт фундаментов,Пензенская область,545.1619300860057,0.0
Ремонт фундаментов,Пермский край,130.73982778324256,0.8174286802184444
Ремонт фундаментов,Приморский край,310.3551808735749,0.7351406057215022
Ремонт фундаментов,Псковская область,9.435966415644307,0.9804499739538607
Ремонт фундаментов,Республика Адыгея,0.5349394285590912,-inf
Ремонт фундаментов,Республика Алтай,33.86097884353045,0.48789839024880405
Ремонт фундаментов,Республика Башкортостан,154.9108834197485,0.0
Ремонт фундаментов,Республика Бурятия,411.3847949416948,-inf
Ремонт фундаментов,Республика Дагестан,0.17710884236930774,0.9950318138842366
Ремонт фундаментов,Республика Ингушетия,0.0,1.0
Ремонт фундаментов,Республика Калмыкия,,
Ремонт фундаментов,Республика Карелия,3.081887100006992,0.9781107531213752
Ремонт фундаментов,Республика Коми,62.54186357205488,0.0
Ремонт фундаментов,Республика Крым,0.8001964468742621,0.9997360210312447
Ремонт фундаментов,Республика Марий Эл,307.7915994227505,-0.03185379259142827
Ремонт фундаментов,Республика Мордовия,1238.310451997077,0.0
Ремонт фундаментов,Республика Саха (Якутия),73.81343405978268,0.35083174335257816
Ремонт фундаментов,Республика Северная Осетия-Алания,0.0,1.0
Ремонт фундаментов,Республика Татарстан,4.855962353153179,0.0
Ремонт фундаментов,Республика Тыва,212.33803096274792,
Ремонт фундаментов,Ростовская область,89.90684771718685,-inf
Ремонт фундаментов,Рязанская область,0.5797007424378224,-inf
Ремонт фундаментов,Самарская область,1788.851340464546,0.1171141580322752
Ремонт фундаментов,Санкт-Петербург,1096.5256628444395,0.023193243711690882
Ремонт фундаментов,Саратовская область,,
Ремонт фундаментов,Сахалинская область,7.028999941310112,-inf
Ремонт фундаментов,Свердловская область,26.34726213185196,0.887168665626739
Ремонт фундаментов,Севастополь,418.29437979045537,0.2319876448725879
Ремонт фундаментов,Смоленская область,,
Ремонт фундаментов,Ставропольский край,413.3413772318174,-inf
Ремонт фундаментов,Тамбовская область,116.00206916059821,0.0
Ремонт фундаментов,Тверская область,421.02038240508637,0.17761940099894594
Ремонт фундаментов,Томская область,1325.691259373902,-0.01597517474204207
Ремонт фундаментов,Тульская область,22.321748300631285,0.0
Ремонт фундаментов,Тюменская область,751.2829112852233,0.2006480573767862
Ремонт фундаментов,Удмуртская Республика,175.24130417655087,-0.40479803424295285
Ремонт фундаментов,Ульяновская область,843.7176638273552,-1.1986674031840099
Ремонт фундаментов,Хабаровский край,229.6259668391732,0.0
Ремонт фундаментов,Ханты-Мансийский автономный округ — Югра,28.57665006941785,0.5375449490357738
Ремонт фундаментов,Челябинская область,5.745284410015786,0.010597795122289498
Ремонт фундаментов,Чеченская Республика,88.23382180371239,0.006234363072881112
Ремонт фундаментов,Чувашская Республика,342.68746291133533,-0.008834368532034235
Ремонт фундаментов,Чукотский автономный округ,1003.4019854084439,0.0
Ремонт фундаментов,Ямало-Ненецкий автономный округ,1423.0707615449214,0.08541087326157612
Ремонт фундаментов,Ярославская область,554.3996973722075,0.0
Электроснабжение,-,,
Электроснабжение,Алтайский край,518.4576735812183,-inf
Электроснабжение,Амурская область,13.4196316250064,0.9696857634774328
Электроснабжение,Архангельская область,274.1995142915365,-0.16831006545368976
Электроснабжение,Астраханская область,241.47685373123443,0.0
Электроснабжение,Белгородская область,210.6391709953663,-0.0589818941287042
Электроснабжение,Брянская область,3.101722025755378,0.9842624047991965
Электроснабжение,Владимирская область,175.04682775060866,-inf
Электроснабжение,Волгоградская область,17.121257088145807,-inf
Электроснабжение,Вологодская область,579.1546754039337,-inf
Электроснабжение,Воронежская область,388.4780234466868,-0.16508175770616862
Электроснабжение,Еврейская автономная область,13.452813914715641,0.977961149685862
Электроснабжение,Забайкальский край,inf,-0.048732246815516016
Электроснабжение,Иркутская область,222.08726977184827,0.18965633627923495
Электроснабжение,Калининградская область,25.000859578644956,0.0
Электроснабжение,Калужская область,347.1022595174656,-0.08336803829008893
Электроснабжение,Камчатский край,446.15193793070944,0.11337818628790443
Электроснабжение,Кемеровская область,301.23378372272913,0.04676594566114766
Электроснабжение,Кировская область,200.0059680911373,0.08901574516534072
Электроснабжение,Краснодарский край,,
Электроснабжение,Красноярский край,26.404004874262608,0.960464483901201
Электроснабжение,Курская область,273.8774748437158,-inf
Электроснабжение,Ленинградская область,439.22349713473517,-inf
Электроснабжение,Липецкая область,293.39265183643886,-0.0006456497147333065
Электроснабжение,Магаданская область,769.8648776175678,0.34867034734854674
Электроснабжение,Москва,645.9520023528606,0.0
Электроснабжение,Московская область,inf,-inf
Электроснабжение,Мурманская область,349.08467292915975,0.09334986751871872
Электроснабжение,Ненецкий автономный округ,444.3197920676075,-0.10493269838687601
Электроснабжение,Нижегородская область,362.06244737086564,-2.304325922868786
Электроснабжение,Новгородская область,289.893609029617,0.018189256706891047
Электроснабжение,Новосибирская область,376.10401591547856,0.0579668523163655
Электроснабжение,Омская область,,
Электроснабжение,Оренбургская область,258.62340940421075,0.034482848403780346
Электроснабжение,Орловская область,219.07312250275243,-inf
Электроснабжение,Пензенская область,558.5276782362313,0.0
Электроснабжение,Пермский край,127.54555790740747,0.5195198493532533
Электроснабжение,Приморский край,245.93406885871167,0.3715559996771367
Электроснабжение,Псковская область,27.848215937328924,0.9471733468679223
Электроснабжение,Республика Алтай,145.1873693486682,0.36246271424195026
Электроснабжение,Республика Башкортостан,325.2297057818737,0.0
Электроснабжение,Республика Бурятия,158.8621049824688,0.16877950953621837
Электроснабжение,Республика Дагестан,1.1231986695476734,0.9565265475184036
Электроснабжение,Республика Ингушетия,0.0,1.0
Электроснабжение,Республика Калмыкия,,
Электроснабжение,Республика Карелия,5.361258633288331,0.9734419774246253
Электроснабжение,Республика Коми,8.47339794493814,
Электроснабжение,Республика Марий Эл,444.9487059689292,0.06454960697206001
Электроснабжение,Республика Мордовия,378.9256963434598,-0.0019141172293100472
Электроснабжение,Республика Саха (Якутия),5.7065416987697954,0.2852028862802602
Электроснабжение,Республика Северная Осетия-Алания,0.6348953972548113,0.9974739583681888
Электроснабжение,Республика Татарстан,21.34559562251976,0.0
Электроснабжение,Республика Тыва,,
Электроснабжение,Республика Хакасия,1527.9736350773462,-0.08281997897029372
Электроснабжение,Ростовская область,622.8283253541742,-inf
Электроснабжение,Рязанская область,2.0806618158244534,-inf
Электроснабжение,Самарская область,278.73589699274993,0.03682784947174992
Электроснабжение,Санкт-Петербург,422.6463065971094,-0.015652903898240842
Электроснабжение,Саратовская область,138.0212039277074,
Электроснабжение,Сахалинская область,69.06404844908414,-inf
Электроснабжение,Свердловская область,50.51035678205293,0.8754629989638504
Электроснабжение,Севастополь,562.0333458246031,0.25179531731630306
Электроснабжение,Смоленская область,,
Электроснабжение,Ставропольский край,457.77705266222904,-inf
Электроснабжение,Тамбовская область,227.28600543435212,0.0
Электроснабжение,Тверская область,308.30989346237334,-inf
Электроснабжение,Томская область,332.9556807080856,0.008770379248174552
Электроснабжение,Тульская область,inf,-inf
Электроснабжение,Тюменская область,286.9712248477271,0.1407040651750005
Электроснабжение,Удмуртская Республика,208.78103374181038,-0.1827456483778878
Электроснабжение,Ульяновская область,273.7558638524118,-0.4876629577770615
Электроснабжение,Хабаровский край,272.31101268842724,0.0
Электроснабжение,Ханты-Мансийский автономный округ — Югра,42.19394127951446,-inf
Электроснабжение,Челябинская область,9.417129324949293,-inf
Электроснабжение,Чеченская Республика,134.72327558969212,0.07667869315914386
Электроснабжение,Чувашская Республика,295.3678325167495,0.029668408011264684
Электроснабжение,Чукотский автономный округ,1300.675921313772,0.0
Электроснабжение,Ямало-Ненецкий автономный округ,565.2991864326639,0.08525450622018575
Электроснабжение,Ярославская область,368.2608794910188,0.052938733514501006
